"","entrez_id","gene","chromosome","gene_name","mouse_homologenes","ensembl_gene_id"
"20814",339942,"H1FX-AS1","3","H1FX antisense RNA 1",NA,NA
"20815",339965,"CCDC158","4","coiled-coil domain containing 158","Ccdc158","ENSG00000163749"
"20816",339966,"LOC339966","4","ubiquitin family domain containing 1 pseudogene",NA,NA
"20817",339967,"TMPRSS11A","4","transmembrane protease, serine 11A","Tmprss11a","ENSG00000187054"
"20818",339970,"GCOM2","4","GRINL1B complex locus 2, pseudogene",NA,NA
"20819",339975,"LOC339975","4","uncharacterized LOC339975",NA,NA
"20820",339976,"TRIML1","4","tripartite motif family-like 1","Triml1","ENSG00000184108"
"20821",339977,"LRRC66","4","leucine rich repeat containing 66","Lrrc66","ENSG00000188993"
"20822",339978,"LOC339978","4","uncharacterized LOC339978",NA,NA
"20823",339983,"NAT8L","4","N-acetyltransferase 8-like (GCN5-related, putative)","Nat8l","ENSG00000185818"
"20824",339988,"LOC339988","4","uncharacterized LOC339988",NA,NA
"20825",340017,"LOC340017","4","uncharacterized LOC340017",NA,NA
"20826",340024,"SLC6A19","5","solute carrier family 6 (neutral amino acid transporter), member 19","Slc6a19","ENSG00000174358"
"20827",340037,"PRR7-AS1","5","PRR7 antisense RNA 1",NA,NA
"20828",340061,"TMEM173","5","transmembrane protein 173","Tmem173","ENSG00000184584, ENSG00000288243"
"20829",340069,"FAM170A","5","family with sequence similarity 170, member A","Fam170a","ENSG00000164334"
"20830",340073,"C5orf66-AS2","5","C5orf66 antisense RNA 2",NA,NA
"20831",340074,"LOC340074","5","uncharacterized LOC340074",NA,NA
"20832",340075,"ARSI","5","arylsulfatase family, member I","Arsi","ENSG00000183876"
"20833",340089,"LOC340089","5","POM121 membrane glycoprotein (rat) pseudogene",NA,NA
"20834",340090,"LOC340090","5","uncharacterized LOC340090",NA,NA
"20835",340094,"LINC01020","5","long intergenic non-protein coding RNA 1020",NA,NA
"20836",340096,"H3.X","5","histone cluster 2, H3d pseudogene",NA,"ENSG00000268799"
"20837",340107,"LOC340107","5","uncharacterized LOC340107",NA,NA
"20838",340113,"LOC340113","5","uncharacterized LOC340113",NA,NA
"20839",340120,"ANKRD34B","5","ankyrin repeat domain 34B","Ankrd34b","ENSG00000189127"
"20840",340146,"SLC35D3","6","solute carrier family 35, member D3","Slc35d3","ENSG00000182747"
"20841",340152,"ZC3H12D","6","zinc finger CCCH-type containing 12D","Zc3h12d","ENSG00000178199"
"20842",340156,"MYLK4","6","myosin light chain kinase family, member 4","Mylk4","ENSG00000145949"
"20843",340168,"DPPA5","6","developmental pluripotency associated 5","Dppa5a","ENSG00000203909"
"20844",340184,"LOC340184","6","uncharacterized LOC340184",NA,NA
"20845",340192,"IQCB2P","6","IQ motif containing B2 pseudogene",NA,NA
"20846",340198,"IFITM4P","6","interferon induced transmembrane protein 4 pseudogene",NA,NA
"20847",340204,"CLPSL1","6","colipase-like 1",NA,"ENSG00000204140"
"20848",340205,"TREML1","6","triggering receptor expressed on myeloid cells-like 1","Treml1","ENSG00000161911"
"20849",340206,"TREML3P","6","triggering receptor expressed on myeloid cells-like 3, pseudogene",NA,NA
"20850",340217,"NANOGP3","6","Nanog homeobox pseudogene 3",NA,NA
"20851",340221,"TNRC18P3","7","trinucleotide repeat containing 18 pseudogene 3",NA,NA
"20852",340252,"ZNF680","7","zinc finger protein 680",NA,"ENSG00000173041"
"20853",340260,"UNCX","7","UNC homeobox","Uncx","ENSG00000164853"
"20854",340267,"COL28A1","7","collagen, type XXVIII, alpha 1","Col28a1","ENSG00000215018"
"20855",340268,"LOC340268","7","C3 and PZP-like, alpha-2-macroglobulin domain containing 8 pseudogene",NA,NA
"20856",340273,"ABCB5","7","ATP-binding cassette, sub-family B (MDR/TAP), member 5","Abcb5","ENSG00000004846"
"20857",340274,"ASS1P11","7","argininosuccinate synthetase 1 pseudogene 11",NA,NA
"20858",340277,"FAM221A","7","family with sequence similarity 221, member A","Fam221a","ENSG00000188732"
"20859",340286,"FAM183B","7","family with sequence similarity 183, member B",NA,NA
"20860",340307,"CTAGE6","7","CTAGE family, member 6",NA,"ENSG00000271321, ENSG00000285123"
"20861",340348,"TSPAN33","7","tetraspanin 33","Tspan33","ENSG00000158457"
"20862",340351,"AGBL3","7","ATP/GTP binding protein-like 3","Agbl3","ENSG00000146856"
"20863",340357,"LOC340357","8","uncharacterized LOC340357",NA,NA
"20864",340359,"KLHL38","8","kelch-like family member 38","Klhl38","ENSG00000175946"
"20865",340371,"NRBP2","8","nuclear receptor binding protein 2",NA,"ENSG00000185189"
"20866",340385,"ZNF517","8","zinc finger protein 517",NA,"ENSG00000197363"
"20867",340390,"KIAA1875","8","KIAA1875",NA,"ENSG00000179698"
"20868",340393,"TMEM249","8","transmembrane protein 249","Gm8140","ENSG00000261587, ENSG00000285272"
"20869",340419,"RSPO2","8","R-spondin 2","Rspo2","ENSG00000147655"
"20870",340441,"POTEA","8","POTE ankyrin domain family, member A",NA,"ENSG00000188877"
"20871",340443,"RPS5P5","8","ribosomal protein S5 pseudogene 5",NA,NA
"20872",340451,"CPP","8","ceruloplasmin (ferroxidase) pseudogene",NA,NA
"20873",340460,"KRT18P24","9","keratin 18 pseudogene 24",NA,NA
"20874",340481,"ZDHHC21","9","zinc finger, DHHC-type containing 21","Zdhhc21","ENSG00000175893"
"20875",340485,"ACER2","9","alkaline ceramidase 2","Acer2","ENSG00000177076"
"20876",340499,"IMPDH1P1","9","IMP (inosine monophosphate) dehydrogenase 1 pseudogene 1",NA,NA
"20877",340501,"TCEA1P3","9","transcription elongation factor A (SII), 1 pseudogene 3",NA,NA
"20878",340508,"GAS2L1P2","9","growth arrest-specific 2 like 1 pseudogene 2",NA,NA
"20879",340512,"LOC340512","9","uncharacterized LOC340512",NA,NA
"20880",340515,"LINC01501","9","long intergenic non-protein coding RNA 1501",NA,NA
"20881",340526,"RGAG4","X","retrotransposon gag domain containing 4","Rgag4","ENSG00000242732"
"20882",340527,"NHSL2","X","NHS-like 2","Nhsl2","ENSG00000204131"
"20883",340529,"PABPC1L2A","X","poly(A) binding protein, cytoplasmic 1-like 2A","Pabpc1l2b-ps","ENSG00000186288"
"20884",340533,"KIAA2022","X","KIAA2022","C77370","ENSG00000050030"
"20885",340542,"BEX5","X","brain expressed, X-linked 5",NA,"ENSG00000184515"
"20886",340543,"TCEAL5","X","transcription elongation factor A (SII)-like 5","Tceal5","ENSG00000204065"
"20887",340544,"MORF4L2-AS1","X","MORF4L2 antisense RNA 1",NA,NA
"20888",340547,"VSIG1","X","V-set and immunoglobulin domain containing 1","Vsig1","ENSG00000101842"
"20889",340554,"ZC3H12B","X","zinc finger CCCH-type containing 12B","Zc3h12b","ENSG00000102053"
"20890",340562,"SATL1","X","spermidine/spermine N1-acetyl transferase-like 1","Satl1","ENSG00000184788"
"20891",340569,"LOC340569","X","origin recognition complex, subunit 1 pseudogene",NA,NA
"20892",340571,"SIAH1P1","X","siah E3 ubiquitin protein ligase 1 pseudogene 1",NA,NA
"20893",340578,"DCAF12L2","X","DDB1 and CUL4 associated factor 12-like 2","Dcaf12l2","ENSG00000198354"
"20894",340581,"LOC340581","X","uncharacterized LOC340581",NA,NA
"20895",340591,"CA5BP1","X","carbonic anhydrase VB pseudogene 1",NA,NA
"20896",340595,"ZCCHC16","X","zinc finger, CCHC domain containing 16","Zcchc16","ENSG00000187823"
"20897",340596,"LHFPL1","X","lipoma HMGIC fusion partner-like 1","Lhfpl1","ENSG00000182508"
"20898",340598,"KRT18P48","X","keratin 18 pseudogene 48",NA,NA
"20899",340600,"ATF4P2","X","activating transcription factor 4 pseudogene 2",NA,NA
"20900",340602,"CXorf67","X","chromosome X open reading frame 67",NA,"ENSG00000187690"
"20901",340618,"FAM41AY1","Y","family with sequence similarity 41, member A, Y-linked 1",NA,NA
"20902",340654,"LIPM","10","lipase, family member M","Lipm","ENSG00000173239"
"20903",340665,"CYP26C1","10","cytochrome P450, family 26, subfamily C, polypeptide 1","Cyp26c1","ENSG00000187553"
"20904",340706,"VWA2","10","von Willebrand factor A domain containing 2","Vwa2","ENSG00000165816"
"20905",340719,"NANOS1","10","nanos homolog 1 (Drosophila)","Nanos1","ENSG00000188613"
"20906",340745,"LRIT2","10","leucine-rich repeat, immunoglobulin-like and transmembrane domains 2","Lrit2","ENSG00000204033"
"20907",340749,"RPL7AP8","10","ribosomal protein L7a pseudogene 8",NA,NA
"20908",340780,"IMPDH1P5","10","IMP (inosine monophosphate) dehydrogenase 1 pseudogene 5",NA,NA
"20909",340784,"HMX3","10","H6 family homeobox 3","Hmx3","ENSG00000188620"
"20910",340811,"AKR1C8P","10","aldo-keto reductase family 1, member C8, pseudogene",NA,NA
"20911",340844,"AHCYP1","10","adenosylhomocysteinase pseudogene 1",NA,NA
"20912",340888,"AKR1B10P1","10","aldo-keto reductase family 1, member B10 pseudogene 1",NA,NA
"20913",340895,"MALRD1","10","MAM and LDL receptor class A domain containing 1",NA,"ENSG00000204740"
"20914",340900,"EBLN1","10","endogenous Bornavirus-like nucleoprotein 1",NA,"ENSG00000223601"
"20915",340947,"EIF3LP3","10","eukaryotic translation initiation factor 3, subunit L pseudogene 3",NA,NA
"20916",340970,"TRIM53CP","11","tripartite motif containing 53C, pseudogene",NA,NA
"20917",340980,"OR52B6","11","olfactory receptor, family 52, subfamily B, member 6","Olfr618","ENSG00000187747"
"20918",340990,"OTOG","11","otogelin","Otog","ENSG00000188162"
"20919",341019,"DCDC1","11","doublecortin domain containing 1",NA,"ENSG00000170959"
"20920",341032,"C11orf53","11","chromosome 11 open reading frame 53","1810046K07Rik","ENSG00000150750"
"20921",341056,"LOC341056","11","SUMO1 activating enzyme subunit 1 pseudogene",NA,NA
"20922",341112,"WARSP1","11","tryptophanyl-tRNA synthetase pseudogene 1",NA,NA
"20923",341116,"MS4A10","11","membrane-spanning 4-domains, subfamily A, member 10","Ms4a10","ENSG00000172689"
"20924",341128,"OR7E1P","11","olfactory receptor, family 7, subfamily E, member 1 pseudogene",NA,NA
"20925",341148,"CYCSP27","11","cytochrome c, somatic pseudogene 27",NA,NA
"20926",341152,"OR2AT4","11","olfactory receptor, family 2, subfamily AT, member 4","Olfr520","ENSG00000171561"
"20927",341208,"HEPHL1","11","hephaestin-like 1","Hephl1","ENSG00000181333"
"20928",341230,"ASS1P13","11","argininosuccinate synthetase 1 pseudogene 13",NA,NA
"20929",341276,"OR10A2","11","olfactory receptor, family 10, subfamily A, member 2","Olfr714","ENSG00000170790"
"20930",341277,"OVCH2","11","ovochymase 2 (gene/pseudogene)","Ovch2","ENSG00000183378"
"20931",341315,"PABPC1P4","12","poly(A) binding protein, cytoplasmic 1 pseudogene 4",NA,NA
"20932",341333,"HNRNPA1P70","12","heterogeneous nuclear ribonucleoprotein A1 pseudogene 70",NA,NA
"20933",341346,"SMCO2","12","single-pass membrane protein with coiled-coil domains 2","Smco2","ENSG00000165935"
"20934",341350,"OVCH1","12","ovochymase 1",NA,"ENSG00000187950"
"20935",341356,"RPL31P50","12","ribosomal protein L31 pseudogene 50",NA,NA
"20936",341359,"SYT10","12","synaptotagmin X","Syt10","ENSG00000110975"
"20937",341378,"LOC341378","12","thyroid hormone receptor interactor 11 pseudogene",NA,NA
"20938",341392,"ACSM4","12","acyl-CoA synthetase medium-chain family member 4","Acsm4","ENSG00000215009"
"20939",341405,"ANKRD33","12","ankyrin repeat domain 33","Ankrd33","ENSG00000167612"
"20940",341416,"OR6C2","12","olfactory receptor, family 6, subfamily C, member 2","Olfr791","ENSG00000179695"
"20941",341418,"OR6C4","12","olfactory receptor, family 6, subfamily C, member 4",NA,"ENSG00000179626"
"20942",341457,"PPIAP8","12","peptidylprolyl isomerase A (cyclophilin A) pseudogene 8",NA,NA
"20943",341469,"MRPS7P2","12","mitochondrial ribosomal protein S7 pseudogene 2",NA,NA
"20944",341511,"RPL23AP14","12","ribosomal protein L23a pseudogene 14",NA,NA
"20945",341567,"H1FNT","12","H1 histone family, member N, testis-specific",NA,"ENSG00000187166"
"20946",341568,"OR8S1","12","olfactory receptor, family 8, subfamily S, member 1",NA,"ENSG00000284723"
"20947",341604,"RPL35P7","13","ribosomal protein L35 pseudogene 7",NA,NA
"20948",341640,"FREM2","13","FRAS1 related extracellular matrix protein 2","Frem2","ENSG00000150893"
"20949",341674,"RPL5P31","13","ribosomal protein L5 pseudogene 31",NA,NA
"20950",341676,"NEK5","13","NIMA-related kinase 5","Nek5","ENSG00000197168"
"20951",341689,"CTAGE16P","13","CTAGE family, member 16, pseudogene",NA,NA
"20952",341757,"MRPS31P2","13","mitochondrial ribosomal protein S31 pseudogene 2",NA,NA
"20953",341784,"EIF4A1P7","13","eukaryotic translation initiation factor 4A1 pseudogene 7",NA,NA
"20954",341799,"OR6S1","14","olfactory receptor, family 6, subfamily S, member 1","Olfr750","ENSG00000181803"
"20955",341880,"SLC35F4","14","solute carrier family 35, member F4","Slc35f4","ENSG00000151812"
"20956",341883,"LRRC9","14","leucine rich repeat containing 9",NA,"ENSG00000131951"
"20957",341947,"COX8C","14","cytochrome c oxidase subunit VIIIC",NA,"ENSG00000277018, ENSG00000187581"
"20958",341965,"VDAC3P1","14","voltage-dependent anion channel 3 pseudogene 1",NA,NA
"20959",342035,"GLDN","15","gliomedin","Gldn","ENSG00000186417"
"20960",342096,"GOLGA6A","15","golgin A6 family, member A",NA,"ENSG00000159289"
"20961",342125,"TMC3","15","transmembrane channel-like 3","Tmc3","ENSG00000188869"
"20962",342132,"ZNF774","15","zinc finger protein 774",NA,"ENSG00000196391"
"20963",342184,"FMN1","15","formin 1","Fmn1","ENSG00000248905"
"20964",342293,"LOC342293","16","ATP-binding cassette, sub-family A (ABC1), member 3 pseudogene",NA,NA
"20965",342346,"C16orf96","16","chromosome 16 open reading frame 96","4930562C15Rik","ENSG00000205832"
"20966",342357,"ZKSCAN2","16","zinc finger with KRAB and SCAN domains 2","Zkscan2","ENSG00000155592"
"20967",342358,"CYCSP39","16","cytochrome c, somatic pseudogene 39",NA,NA
"20968",342371,"ATXN1L","16","ataxin 1-like","Atxn1l","ENSG00000224470"
"20969",342372,"PKD1L3","16","polycystic kidney disease 1-like 3","Pkd1l3","ENSG00000277481"
"20970",342374,"KRT18P18","16","keratin 18 pseudogene 18",NA,NA
"20971",342419,"KRT8P22","16","keratin 8 pseudogene 22",NA,NA
"20972",342426,"ZNF720P1","16","zinc finger protein 720 pseudogene 1",NA,NA
"20973",342443,"LOC342443","16","ADAM metallopeptidase domain 21 pseudogene",NA,NA
"20974",342510,"CD300E","17","CD300e molecule","Cd300e","ENSG00000186407"
"20975",342527,"SMTNL2","17","smoothelin-like 2","Smtnl2","ENSG00000188176"
"20976",342538,"NACA2","17","nascent polypeptide-associated complex alpha subunit 2",NA,"ENSG00000253506"
"20977",342541,"LOC342541","17","peptidylprolyl isomerase A (cyclophilin A) pseudogene",NA,NA
"20978",342574,"KRT27","17","keratin 27, type I","Krt27","ENSG00000171446"
"20979",342618,"SLFN14","17","schlafen family member 14","Slfn14","ENSG00000236320"
"20980",342666,"LRRC37A11P","17","leucine rich repeat containing 37, member A11, pseudogene",NA,NA
"20981",342667,"STAC2","17","SH3 and cysteine rich domain 2","Stac2","ENSG00000141750"
"20982",342705,"PGDP1","18","phosphogluconate dehydrogenase pseudogene 1",NA,NA
"20983",342732,"KRT8P5","18","keratin 8 pseudogene 5",NA,NA
"20984",342776,"MRPS17P7","18","mitochondrial ribosomal protein S17 pseudogene 7",NA,NA
"20985",342784,"LOC342784","18","general transcription factor IIH, polypeptide 1, 62kDa pseudogene",NA,NA
"20986",342808,"RPS2P6","18","ribosomal protein S2 pseudogene 6",NA,NA
"20987",342850,"ANKRD62","18","ankyrin repeat domain 62",NA,"ENSG00000181626"
"20988",342865,"VSTM2B","19","V-set and transmembrane domain containing 2B","Vstm2b","ENSG00000187135"
"20989",342892,"ZNF850","19","zinc finger protein 850",NA,"ENSG00000267041"
"20990",342897,"NCCRP1","19","non-specific cytotoxic cell receptor protein 1 homolog (zebrafish)","Nccrp1","ENSG00000188505"
"20991",342898,"SYCN","19","syncollin","Sycn","ENSG00000179751"
"20992",342900,"LEUTX","19","leucine twenty homeobox",NA,"ENSG00000213921, ENSG00000280774"
"20993",342908,"ZNF404","19","zinc finger protein 404",NA,"ENSG00000176222"
"20994",342909,"ZNF284","19","zinc finger protein 284",NA,"ENSG00000186026"
"20995",342918,"C19orf81","19","chromosome 19 open reading frame 81","1700008O03Rik","ENSG00000235034"
"20996",342926,"ZNF677","19","zinc finger protein 677",NA,"ENSG00000197928"
"20997",342931,"RFPL4A","19","ret finger protein-like 4A",NA,"ENSG00000223638"
"20998",342933,"ZSCAN5B","19","zinc finger and SCAN domain containing 5B","Zscan5b","ENSG00000197213"
"20999",342945,"ZSCAN22","19","zinc finger and SCAN domain containing 22","Zscan22","ENSG00000182318"
"21000",342977,"NANOS3","19","nanos homolog 3 (Drosophila)","Nanos3","ENSG00000187556, ENSG00000288505"
"21001",342979,"PALM3","19","paralemmin 3","Palm3","ENSG00000187867, ENSG00000288318"
"21002",342994,"RPL34P34","19","ribosomal protein L34 pseudogene 34",NA,NA
"21003",343035,"RD3","1","retinal degeneration 3","Rd3","ENSG00000198570"
"21004",343045,"CYCSP51","1","cytochrome c, somatic pseudogene 51",NA,NA
"21005",343052,"LOC343052","1","immunoglobulin superfamily, DCC subclass, member 3 pseudogene",NA,NA
"21006",343066,"AADACL4","1","arylacetamide deacetylase-like 4","Gm13177","ENSG00000204518"
"21007",343068,"PRAMEF5","1","PRAME family member 5",NA,"ENSG00000270601, ENSG00000276420, ENSG00000282424, ENSG00000283150"
"21008",343069,"HNRNPCL1","1","heterogeneous nuclear ribonucleoprotein C-like 1",NA,"ENSG00000179172, ENSG00000282175"
"21009",343070,"PRAMEF9","1","PRAME family member 9",NA,"ENSG00000204505, ENSG00000281573, ENSG00000282298, ENSG00000283139"
"21010",343071,"PRAMEF10","1","PRAME family member 10",NA,"ENSG00000187545, ENSG00000282663"
"21011",343099,"CCDC18","1","coiled-coil domain containing 18","Ccdc18","ENSG00000122483"
"21012",343165,"LOC343165","1","heat shock 70kDa protein 8 pseudogene",NA,NA
"21013",343169,"OR6F1","1","olfactory receptor, family 6, subfamily F, member 1","Olfr308","ENSG00000169214"
"21014",343170,"OR14K1","1","olfactory receptor, family 14, subfamily K, member 1",NA,"ENSG00000153230"
"21015",343171,"OR2W3","1","olfactory receptor, family 2, subfamily W, member 3","Olfr322","ENSG00000238243"
"21016",343172,"OR2T8","1","olfactory receptor, family 2, subfamily T, member 8","Olfr314","ENSG00000177462"
"21017",343173,"OR2T3","1","olfactory receptor, family 2, subfamily T, member 3",NA,"ENSG00000277113, ENSG00000278377, ENSG00000196539"
"21018",343184,"RPS2P11","1","ribosomal protein S2 pseudogene 11",NA,NA
"21019",343263,"MYBPHL","1","myosin binding protein H-like","Mybphl","ENSG00000221986"
"21020",343296,"ADH5P2","1","alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 2",NA,NA
"21021",343301,"RPL10AP4","1","ribosomal protein L10a pseudogene 4",NA,NA
"21022",343326,"KRT18P28","1","keratin 18 pseudogene 28",NA,NA
"21023",343332,"FDPSP1","1","farnesyl diphosphate synthase pseudogene 1",NA,NA
"21024",343338,"GAPDHP20","1","glyceraldehyde 3 phosphate dehydrogenase pseudogene 20",NA,NA
"21025",343381,"NBPF2P","1","neuroblastoma breakpoint family, member 2, pseudogene",NA,NA
"21026",343406,"OR10R2","1","olfactory receptor, family 10, subfamily R, member 2",NA,"ENSG00000198965"
"21027",343409,"OR10J8P","1","olfactory receptor, family 10, subfamily J, member 8 pseudogene",NA,NA
"21028",343413,"FCRL6","1","Fc receptor-like 6","Fcrl6","ENSG00000181036"
